rn,B6_x_cast_1xE3_5_bla_1,B6_x_cast_1xE3_5_bla_2,B6_x_cast_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_1,cast_x_B6_1xE3_5_bla_2,cast_x_B6_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_5,cast_x_B6_1xE3_5_bla_7
4930558K02Rik,0,0,1,62,0,0,15,2
Pigc,109,48,109,25,108,165,137,167
Mettl13,197,205,165,76,281,151,147,80
Vamp4,137,134,128,325,251,220,135,132
Prrc2c,13286,7853,8383,4288,6351,6924,8307,5171
Gorab,38,76,57,62,60,72,50,9
Kifap3,515,462,407,269,342,645,274,383
Scyl3,188,134,133,289,307,276,235,200
BC055324,332,319,281,508,400,320,315,312
Selp,59,0,0,0,0,4,0,0
Gm16548,0,0,0,0,1,0,0,0
F5,160,12,26,1,2,9,3,4
Slc19a2,99,24,16,41,67,22,23,11
Ccdc181,147,142,173,40,144,61,80,10
Blzf1,440,405,437,233,195,437,335,219
Nme7,148,110,130,222,262,350,169,205
Atp1b1,2505,2112,1661,1258,2046,1617,1085,844
Tbx19,0,0,0,0,0,0,0,0
Sft2d2,623,378,840,582,376,965,271,337
Tiprl,240,259,563,176,505,826,423,335
Gpr161,506,330,674,565,1080,234,432,523
Dcaf6,30,11,25,65,28,13,27,30
Mpc2,1330,1269,1520,1553,1813,2080,1874,1086
Adcy10,44,20,14,23,7,30,4,15
Mpzl1,228,120,56,137,278,276,112,20
Creg1,4532,2702,2772,3867,6504,7363,3167,2293
Cd247,0,0,1,0,0,18,0,2
Pou2f1,556,574,535,382,281,409,459,298
Dusp27,0,0,63,7,0,24,0,0
Gpa33,695,417,565,135,271,228,176,100
Mael,0,17,28,0,55,81,0,0
Tada1,941,795,1312,1267,2334,2001,1574,1262
Pogk,36,9,93,93,2,104,41,33
Fam78b,1,0,3,0,0,1,21,6
Uck2,5025,3527,4775,1696,5197,5117,4973,2989
Tmco1,3740,2311,2887,1912,4628,5183,4020,3153
Aldh9a1,1156,791,1066,1069,1728,1529,1408,847
Mgst3,4105,2171,2698,1007,4694,5844,2601,4477
Rxrg,145,70,145,149,315,90,174,167
Pbx1,6,0,3,0,0,1,0,1
Nuf2,198,235,307,125,267,326,187,237
Ccdc190,13,17,23,22,0,7,0,1
Hsd17b7,133,89,199,43,64,91,87,32
3110045C21Rik,68,101,28,1,138,225,102,50
Ddr2,1965,1508,2765,849,1006,1497,440,325
Uap1,1549,854,1283,726,818,1690,1102,745
Uhmk1,167,123,104,91,149,77,87,23
Nos1ap,151,95,119,25,104,113,24,89
Atf6,589,249,350,492,411,330,384,184
Dusp12,428,286,582,581,910,778,541,322
Fcrla,0,0,0,0,0,0,0,0
Fcgr3,581,257,298,232,608,854,336,325
Cfap126,37,10,13,101,59,4,3,10
Sdhc,3015,1893,2598,768,3056,3364,1592,2060
Ndufs2,4729,3984,5251,2337,6081,8014,4678,3510
Ppox,287,161,352,15,442,536,343,425
Usp21,575,282,484,86,621,406,457,331
Ufc1,2552,2106,3167,1422,3349,3777,2583,2363
Dedd,673,534,766,406,810,822,935,486
Nit1,61,165,238,189,274,265,166,151
Pfdn2,3636,2520,2680,299,2151,1907,2382,1497
Klhdc9,52,66,98,32,243,166,126,115
Arhgap30,13,26,10,1,50,3,54,4
Usf1,530,441,627,114,838,551,680,551
Tstd1,102,9,33,29,22,4,26,18
F11r,7385,3520,4415,5181,14174,8553,8409,6098
Alyref2,69,59,24,69,85,24,100,46
Slamf6,47,0,7,1,0,33,1,1
Vangl2,10,31,41,8,36,55,19,21
Ncstn,1026,895,689,513,766,1090,817,896
Copa,1152,973,1265,1332,1556,1147,1008,930
Pex19,489,580,966,514,725,1115,620,459
Dcaf8,587,443,492,285,932,445,705,614
Pea15a,390,196,306,15,403,349,130,42
Pigm,325,214,129,246,393,262,171,188
Slamf9,260,272,236,1,236,385,25,231
Igsf9,512,326,229,467,289,350,534,451
Tagln2,9077,11208,13512,3856,19393,21480,14791,12541
Dusp23,23,0,52,3,1,6,25,21
Fmn2,21,9,20,1,6,0,25,5
Fh1,284,372,613,932,642,822,285,367
Wdr64,1,0,11,10,5,0,0,0
Exo1,680,546,805,566,1054,768,869,498
Becn2,144,128,229,669,1112,75,568,323
Cep170,321,171,248,354,169,153,122,150
Sdccag8,106,111,57,142,87,67,82,124
Hmga2-ps1,11,31,22,5,12,37,3,10
Akt3,261,350,271,617,383,285,562,422
Zbtb18,76,83,70,189,64,74,130,37
1700016C15Rik,5,0,3,1,18,3,7,0
Adss,1006,784,907,1232,1033,1145,993,791
Desi2,314,386,472,425,426,536,346,266
Cox20,152,133,153,175,286,282,329,215
Hnrnpu,6882,5212,5521,7409,5249,4113,5627,4395
Efcab2,92,15,92,116,190,99,66,137
Smyd3,743,540,790,423,744,957,996,604
Tfb2m,178,83,100,249,120,124,138,93
Cnst,169,157,247,325,248,194,215,199
Sccpdh,62,120,225,98,283,279,212,158
Ahctf1,1314,923,1328,1656,1614,1419,1860,1218
Cdc42bpa,100,34,56,77,59,63,66,107
Adck3,43,36,83,6,116,34,8,81
Psen2,54,80,87,109,116,141,109,59
Parp1,6159,4066,5476,3646,6116,3636,5353,3340
Lin9,126,146,139,119,165,185,106,176
Acbd3,453,350,433,470,388,407,248,298
H3f3a,966,666,1025,630,1175,1473,1123,907
Sde2,3014,2372,2285,223,2043,1432,1969,1362
Lefty2,15,1,0,0,0,223,0,0
Pycr2,347,400,546,101,463,912,429,418
Lefty1,0,0,0,0,0,40,0,0
Tmem63a,65,18,15,1,39,103,17,3
Ephx1,138,14,48,54,437,95,32,32
Nvl,1990,1204,1319,1529,1776,1169,1744,1147
Cnih4,2301,1714,2468,2162,3206,4493,3090,2477
Wdr26,2221,1950,1904,3292,3529,1697,2863,2583
Lbr,1574,960,1316,1095,845,1357,1284,1081
Enah,4247,2778,2733,6775,6195,1457,4173,3365
Srp9,1474,1663,1661,1516,2265,2075,2377,1701
Degs1,2328,1704,1937,777,1823,4499,1702,1510
1700047M11Rik,53,1,0,0,0,0,4,0
Fbxo28,355,271,326,469,298,329,381,259
Trp53bp2,504,461,552,369,426,94,828,231
Capn2,1077,884,1056,379,1063,495,549,649
Disp1,2,27,32,7,58,38,156,38
Brox,117,122,76,218,90,121,103,93
Aida,56,105,66,210,92,48,26,53
Mia3,992,598,761,608,561,1022,738,689
Taf1a,257,192,193,240,340,187,189,129
Dusp10,24,32,40,126,206,138,101,133
Marc2,1780,1330,1881,783,1566,1837,1328,975
C130074G19Rik,44,45,67,33,217,12,102,38
Mark1,85,135,146,140,125,14,73,33
Rab3gap2,319,337,125,349,427,302,163,189
Iars2,934,651,728,882,874,602,623,633
Bpnt1,274,258,206,85,275,255,258,123
Eprs,9454,7340,6790,4206,6234,5878,6171,4952
Slc30a10,89,138,0,0,27,22,2,0
Lyplal1,0,0,0,0,29,0,0,9
Tgfb2,95,17,4,19,0,44,7,0
Rrp15,1888,1413,1864,922,2022,2449,1758,1056
D1Pas1,44,0,23,55,60,67,268,6
Spata17,29,43,8,2,34,6,11,19
Gpatch2,1147,698,725,981,758,704,514,788
Esrrg,0,0,0,1,0,0,0,0
Ush2a,0,0,3,2,12,10,0,3
Kctd3,334,351,246,225,406,305,249,181
Cenpf,3783,3025,3516,1288,2307,3515,1459,2050
Ptpn14,20,2,7,0,41,49,8,21
Smyd2,358,533,722,233,400,635,564,457
Rps6kc1,133,95,163,305,139,118,80,173
Angel2,408,253,330,743,522,423,286,181
Vash2,74,28,49,15,0,8,28,0
Mfsd7b,181,63,124,57,48,135,97,76
Tatdn3,60,26,93,140,104,144,79,120
Nsl1,136,79,195,181,159,80,146,152
Atf3,0,0,12,0,0,6,0,0
Nenf,320,137,319,516,345,360,448,192
Tmem206,55,18,36,21,26,103,51,26
Ppp2r5a,278,224,194,266,234,180,248,73
Dtl,969,487,490,937,1092,438,1222,566
Ints7,868,613,575,928,1019,716,884,544
Lpgat1,1136,1090,1024,1521,1334,793,1137,745
Nek2,310,215,358,308,318,334,288,216
1700034H15Rik,0,8,1,0,1,0,0,0
Slc30a1,159,296,57,627,623,299,312,126
Kcnh1,2,17,13,0,9,0,0,0
Hhat,0,0,0,17,0,7,2,0
Syt14,989,692,723,284,732,868,737,421
Diexf,474,218,216,267,95,159,202,186
Irf6,80,138,60,42,82,348,123,80
A130010J15Rik,58,56,31,98,33,164,22,19
Traf3ip3,2,0,0,0,0,0,0,0
Cd46,0,3,0,12,0,2,11,7
Cr1l,293,169,136,263,195,251,166,77
Plekhg1,68,1,0,11,59,27,7,51
Mthfd1l,106,68,121,208,322,65,157,198
Akap12,3653,1630,2214,1657,4187,2355,3443,1935
Zbtb2,236,170,204,303,224,99,181,186
Rmnd1,200,84,141,368,248,243,160,152
Armt1,404,401,352,394,252,333,237,120
Ccdc170,45,6,71,50,110,69,112,70
Esr1,18,0,0,1,0,0,2,1
Syne1,568,376,350,412,374,355,267,419
Fbxo5,1021,544,1265,372,993,1134,1258,898
Mtrf1l,309,133,271,427,254,151,185,202
Rgs17,25,1,87,95,161,22,39,29
Cnksr3,64,22,31,105,69,63,46,21
Ulbp1,23,37,32,43,115,58,91,18
Lrp11,254,60,177,274,228,153,147,93
Pcmt1,2393,1506,2472,601,2177,5107,2562,2186
A630066F11Rik,26,7,9,0,9,17,0,20
Nup43,2087,1509,1841,1143,3313,3290,2355,2226
BC020402,38,7,38,15,57,13,14,4
Lats1,131,74,60,264,72,21,27,20
Katna1,968,760,1146,604,1426,1643,899,807
Ginm1,93,64,101,12,157,141,110,85
Ppil4,1800,1332,1394,1120,1428,1574,925,1108
Tab2,1459,901,1081,1112,818,638,745,510
Ust,87,23,49,127,39,55,73,72
Sash1,351,183,382,200,304,182,318,147
Samd5,17,3,9,0,12,21,15,20
Stxbp5,82,77,171,292,104,193,160,54
Rab32,52,18,5,1,66,8,0,7
Grm1,0,0,3,0,0,0,0,0
Shprh,509,251,262,1006,577,276,334,510
Fbxo30,573,305,413,1329,533,707,870,726
Epm2a,3,10,17,2,8,0,31,14
Utrn,1020,727,609,957,883,615,910,648
B230208H11Rik,74,0,1,2,70,1,70,12
Stx11,21,20,14,38,40,17,17,19
Sf3b5,12085,9705,10450,5667,15030,14352,11612,8904
Plagl1,1,19,0,0,79,55,51,1
Zc2hc1b,0,0,1,0,0,6,0,3
Ltv1,2788,2364,2751,780,3030,4239,2982,2148
Phactr2,85,78,74,146,122,82,66,50
Fuca2,1013,1206,680,622,1121,1547,657,567
Pex3,727,533,632,402,776,1069,939,697
Adat2,583,244,473,259,412,481,478,316
Aig1,35,12,0,57,1,83,25,0
Hivep2,28,20,4,105,31,33,41,24
Adgrg6,148,104,188,6,42,138,92,31
Vta1,1445,916,990,918,1220,1702,990,971
1700016L04Rik,0,0,0,0,0,0,0,0
Heca,77,113,33,176,45,48,40,85
Abracl,1155,1267,483,55,129,1046,128,474
Reps1,3069,2553,1196,1048,1633,1759,1562,1054
Ect2l,7,41,9,42,12,4,1,9
Ccdc28a,502,285,378,253,438,411,170,378
Nhsl1,194,203,219,147,107,210,69,164
Perp,2250,1849,2201,818,3615,1844,778,1210
Ifngr1,112,83,52,88,130,111,20,46
Pex7,205,183,313,218,324,395,323,211
Map3k5,224,354,395,329,466,337,438,320
Map7,1014,696,659,2077,1346,524,589,759
Rpl32l,10,23,24,105,39,14,11,9
Bclaf1,5527,4192,4311,4557,3682,3787,5373,2346
Mtfr2,166,59,92,160,28,44,56,40
Hbs1l,607,528,625,556,683,704,830,655
4930455C13Rik,1,0,7,0,10,1,0,3
Sgk1,1499,1234,1616,1481,2590,2985,2052,3236
Raet1e,84,38,121,14,104,144,129,40
Slc2a12,65,4,41,148,81,67,43,150
Tbpl1,580,561,802,365,432,1163,835,470
Eya4,0,0,0,0,0,0,0,0
Rps12,480,118,247,576,363,225,390,165
Vnn3,5,0,1,0,50,0,25,0
Vnn1,544,278,742,363,335,676,910,736
Stx7,694,692,976,682,1514,1568,1883,759
Ctgf,191,101,3,1,63,57,49,66
Enpp1,1563,1303,965,641,794,1726,683,1192
Enpp3,58,27,27,1,118,8,25,10
Med23,619,508,289,638,754,232,446,619
Arg1,0,17,5,61,6,1,0,3
Akap7,174,111,157,586,266,102,162,187
Epb41l2,2789,1991,2689,1930,2630,1981,2124,2144
L3mbtl3,294,80,139,167,109,164,156,109
Gm8709,8,5,5,0,79,3,4,3
Arhgap18,210,103,57,346,163,136,302,117
Ptprk,1193,762,342,839,637,1203,512,720
Themis,0,0,0,0,0,0,0,0
Soga3,46,3,16,0,1,0,0,16
9330159F19Rik,0,0,1,0,0,0,0,7
Echdc1,32,56,13,0,10,21,42,25
Rnf146,45,93,51,54,136,48,73,55
Cenpw,1800,1484,1297,1330,1383,1513,1256,698
Trmt11,462,267,373,785,818,628,782,500
Gm20300,138,88,64,358,219,112,116,137
Hint3,2275,1521,1620,2064,1767,1842,1493,1164
Ncoa7,47,16,43,57,32,56,6,9
Hddc2,970,588,1106,423,990,969,670,475
Nkain2,7,2,1,1,1,8,16,2
Zufsp,897,609,755,2038,894,630,706,960
A830082N09Rik,108,42,19,110,12,7,47,7
Rwdd1,1688,1301,1469,526,1087,1928,1523,835
Dse,112,43,53,57,73,51,122,55
Tspyl1,273,122,312,288,493,266,187,200
Tspyl4,0,0,0,96,17,1,8,0
Nt5dc1,332,152,222,388,255,254,195,165
Col10a1,34,3,0,27,60,3,25,17
Frk,301,234,275,213,113,356,330,294
Hs3st5,0,12,1,10,19,23,14,8
Hdac2,2165,1760,2364,2063,1887,3063,1989,1529
Marcks,2026,1622,1985,1586,1605,1086,1499,797
Lama4,219,86,1,37,20,104,28,67
Tube1,167,166,270,209,372,284,188,277
Wisp3,4,6,1,6,12,0,7,4
Fyn,1,0,1,4,1,7,0,0
Traf3ip2,9,23,16,0,106,9,9,0
E130307A14Rik,0,10,4,5,14,1,7,0
Rev3l,210,156,253,928,262,140,316,81
Mfsd4b4,0,3,0,0,3,0,1,12
Mfsd4b1,57,38,97,1,17,222,79,70
Slc16a10,140,58,118,441,180,194,156,52
Rpf2,1532,1390,2155,388,1516,2545,1821,1486
Gtf3c6,3476,2198,2731,1018,2435,2367,1940,1731
Amd1,198,103,167,263,169,125,179,90
Cdk19,256,215,169,289,181,170,174,154
Slc22a16,0,0,18,113,109,96,31,98
Ddo,10,0,0,1,0,1,0,25
Cdc40,385,346,392,292,272,486,354,317
Wasf1,31,21,35,57,15,43,50,3
Fig4,490,571,377,595,642,882,525,453
Zbtb24,309,165,243,125,164,143,224,65
Mical1,418,241,192,200,421,142,276,166
Smpd2,1428,730,698,376,599,1460,865,719
Ppil6,64,24,14,5,95,83,5,59
Cd164,4575,2689,3308,5208,5695,4758,3749,3006
Ccdc162,8,0,0,0,0,21,0,28
Cep57l1,1924,920,1359,2194,1536,926,1167,1306
Sesn1,151,61,97,155,268,105,171,180
Armc2,2,3,15,7,15,9,3,6
Gm9855,47,46,84,21,46,70,29,46
Foxo3,933,548,977,2397,1911,335,1059,920
Lace1,66,78,109,56,290,111,88,80
Snx3,7357,6696,9264,3900,14777,12451,10389,8315
Ostm1,511,291,336,290,835,240,540,223
Sec63,754,732,440,507,426,676,534,484
Scml4,7,0,19,0,40,18,62,24
Sobp,0,0,0,0,0,0,0,0
Pdss2,313,181,241,86,165,333,160,188
Bend3,373,305,267,574,711,337,371,321
1700021F05Rik,2342,1666,1995,641,1808,2281,1924,1517
Cd24a,57,66,85,73,245,91,127,58
4933404K13Rik,7,7,8,0,15,4,0,3
Qrsl1,300,249,335,494,271,383,352,230
Rtn4ip1,1119,438,876,236,584,496,719,343
Aim1,274,230,209,250,248,153,439,213
Speer5-ps1,0,1,0,0,0,0,0,0
Prdm1,9,1,15,0,0,20,0,0
Prep,4018,4173,7407,1996,4110,5797,5497,3727
Popdc3,82,82,83,80,214,216,84,117
Bves,110,127,90,124,70,72,103,67
Lin28b,136,51,92,149,263,68,140,108
Hace1,115,37,17,363,39,36,92,29
Ascc3,854,643,666,994,764,554,747,536
Dcbld1,2051,1104,1320,1020,1674,1173,1869,778
Gopc,164,64,164,33,77,127,55,95
Nus1,294,373,354,957,436,401,530,238
Slc35f1,0,0,2,0,0,5,1,0
Cep85l,171,254,92,247,229,29,162,84
Pln,0,3,0,73,19,3,15,1
Mcm9,147,136,91,218,217,161,112,155
Asf1a,218,155,286,98,309,360,378,124
Man1a,0,1,3,0,0,17,11,0
Tbc1d32,82,17,62,125,31,32,3,24
Msl3l2,0,0,0,0,0,4,19,0
Gja1,1717,909,1185,2783,2342,1116,1931,1048
Hsf2,379,254,295,355,603,476,375,217
Serinc1,935,601,479,1396,799,1218,750,622
Smpdl3a,1651,1145,1291,840,2409,3191,1346,1605
Gcc2,1607,1048,888,1011,721,856,928,564
Lims1,640,385,475,974,623,464,337,392
Ranbp2,1379,952,1237,3172,1079,1112,1240,984
Ccdc138,129,103,139,275,197,90,67,29
Sh3rf3,17,19,29,1,8,35,7,3
Sept10,36,4,60,128,102,130,51,137
Sowahc,67,52,40,125,122,64,126,119
P4ha1,1072,351,569,353,437,760,381,281
Mcu,72,74,38,57,17,57,49,48
Micu1,883,685,798,384,878,868,860,429
Dnajb12,306,70,261,71,181,208,209,68
Anapc16,390,471,373,141,532,530,510,271
Ascc1,694,325,423,169,490,908,568,515
Chst3,397,414,138,319,306,707,247,426
Psap,56863,30076,31579,6726,43686,102999,31082,35976
Cdh23,3,10,1,11,0,16,5,0
Vsir,36,4,1,0,0,2,25,0
Slc29a3,142,72,99,149,163,58,137,119
Unc5b,178,165,102,43,261,166,52,154
Pcbd1,93,158,226,82,410,120,57,116
Sgpl1,3743,3089,1485,1756,1839,2636,1455,1543
Pald1,37,42,74,58,21,14,54,43
Nodal,0,0,0,0,0,3,0,0
Eif4ebp2,1854,1210,1240,1629,1455,1177,1432,1112
Lrrc20,53,70,38,90,148,126,95,44
Ppa1,1121,663,1456,728,1374,2159,1355,852
Sar1a,3180,1870,2454,1852,3299,3660,3467,2022
Tysnd1,431,177,386,497,731,505,628,511
Aifm2,79,62,47,19,87,10,86,49
H2afy2,11,30,26,20,10,19,47,5
Col13a1,27,37,66,3,29,33,24,2
Gm5424,11,8,15,1,46,34,32,17
2010107G23Rik,110,91,102,25,93,139,56,32
Tspan15,731,634,550,67,220,1716,248,672
Hk1,13,35,14,36,38,2,46,7
Hkdc1,43,88,41,129,1764,117,121,290
Supv3l1,1459,1075,1394,1057,1407,970,1335,795
Vps26a,1062,684,1016,1114,1040,928,646,633
Srgn,106,168,150,30,107,753,62,61
Kif1bp,197,250,259,241,485,285,284,287
Ddx21,5694,3541,2967,1344,1555,2949,3674,1384
Ddx50,592,262,369,397,322,267,467,289
Stox1,0,0,2,0,5,3,11,0
Ccar1,4460,3511,3497,3323,3550,2979,3453,2006
Tet1,4205,2679,2613,6984,5178,2982,3988,2845
Slc25a16,169,193,209,865,145,203,176,187
Dna2,247,171,200,349,353,111,335,155
Rufy2,373,262,108,709,439,155,194,112
Hnrnph3,79,117,93,46,113,146,238,47
Pbld2,18,12,10,0,48,15,31,40
Mypn,136,160,168,341,410,96,227,222
Herc4,1203,734,1049,2289,1183,1013,1329,961
Sirt1,589,308,401,860,397,281,331,251
Dnajc12,11,17,26,20,108,25,74,41
Ctnna3,0,0,0,29,0,3,6,1
Gm31763,5,1,1,0,3,0,4,3
Reep3,2097,1624,1586,1236,1300,1739,1735,766
Jmjd1c,1151,879,685,856,482,518,586,441
Nrbf2,74,57,62,35,60,141,77,64
Egr2,20,0,1,0,3,0,0,1
Ado,79,75,120,1,98,71,55,52
Rtkn2,15,18,23,65,16,55,8,18
Arid5b,8442,7285,6776,2890,5088,5262,3760,4700
Cdk1,4827,3922,7075,3486,7344,11748,4635,5569
Ank3,25,17,33,35,25,5,39,10
Ccdc6,831,446,243,704,354,288,506,359
Mrln,0,6,0,1,15,9,28,0
Slc16a9,14,6,0,12,39,57,6,6
Fam13c,0,4,18,3,1,0,37,0
Bicc1,56,34,5,73,79,74,51,17
C730027H18Rik,0,0,0,0,0,0,0,0
1700113B09Rik,12,34,50,71,27,23,1,5
Tfam,634,391,631,599,605,664,447,514
Ube2d1,67,25,48,5,18,32,43,20
Cisd1,2944,1977,2223,1909,2722,3546,2843,1801
Ipmk,270,197,204,491,168,213,151,115
Zwint,816,418,818,866,910,2476,938,934
Pcdh15,4,6,4,7,5,19,10,6
Bcr,1360,802,895,256,334,365,502,312
Specc1l,570,424,312,488,530,330,329,385
Gucd1,268,280,398,374,512,516,377,417
Snrpd3,8285,5334,6472,2713,6817,7822,6886,5346
Lrrc75b,55,16,15,18,23,38,98,37
Ggt1,1596,844,707,391,2004,1291,1657,898
Susd2,422,419,603,170,663,754,500,434
Cabin1,800,708,624,182,1055,373,890,453
Ddt,1000,760,781,672,1634,1206,827,668
Gstt1,0,0,0,0,1,28,0,15
Mif,1403,796,891,480,1013,1172,928,573
Derl3,12,2,14,0,19,21,21,0
Smarcb1,2313,1530,2626,817,3143,3830,3307,2479
Mmp11,25,6,9,1,0,36,1,20
Chchd10,6828,5128,5669,1942,9200,6300,4505,4505
Gm867,53,17,8,0,21,28,0,15
Vpreb3,3,0,19,4,11,59,41,4
Gm5134,98,128,150,59,211,196,98,280
Zfp280b,574,420,574,870,586,388,593,477
Slc5a4b,91,130,73,18,109,39,79,111
Prmt2,0,28,9,0,5,33,5,10
Dip2a,133,74,77,234,214,71,32,92
Pcnt,2235,1455,1436,752,1517,1095,1542,906
2610028H24Rik,0,0,0,0,0,0,0,0
Ybey,142,78,131,170,185,127,100,82
Mcm3ap,574,348,387,577,717,528,526,306
Lss,222,380,656,260,429,519,360,279
4930483K19Rik,0,0,0,0,0,0,0,0
Ftcd,0,0,0,0,0,0,0,0
Pcbp3,8,52,21,0,14,0,12,1
Slc19a1,220,76,37,19,131,128,103,11
Col18a1,9,22,0,0,3,22,0,10
Pofut2,324,272,227,51,218,305,347,135
Adarb1,102,148,215,14,31,141,128,68
Fam207a,1016,1172,1485,76,663,1090,1062,665
Itgb2,234,0,0,0,1,0,0,0
Pttg1ip,1262,992,1392,1031,2210,3428,1785,1701
Sumo3,2006,1935,2310,515,2843,6501,2036,2314
Ube2g2,433,417,466,211,338,726,564,322
Tspear,0,0,0,0,0,0,0,0
Trpm2,1,2,2,0,0,33,2,0
1810043G02Rik,287,97,298,254,318,640,217,313
Pfkl,670,673,892,80,676,1035,654,413
Dnmt3l,3829,2516,3766,2004,3924,5067,3190,3141
Icosl,15,20,29,41,71,59,56,47
D10Jhu81e,155,79,148,234,113,80,61,112
Pwp2,940,691,872,437,897,642,921,397
Trappc10,702,354,369,694,451,231,458,210
Agpat3,74,72,88,226,356,328,134,167
Rrp1,5614,4422,4983,1338,5695,3380,4816,3365
Cstb,7922,7023,5845,9218,14466,11255,4776,6426
Pdxk,778,1006,1367,410,1879,1365,1763,908
Ilvbl,93,155,13,61,295,45,128,130
Syde1,0,40,0,13,57,0,4,8
2610008E11Rik,49,18,6,1,43,2,44,15
Plpp2,584,233,413,258,297,592,446,199
Mier2,501,568,478,329,530,426,428,224
Tpgs1,1004,686,942,391,1369,887,1130,1086
Cdc34,4704,3698,3941,2644,3917,3241,4290,2439
Gzmm,229,127,54,35,172,81,65,26
Bsg,8929,6310,9014,1162,9986,12415,7584,5733
Hcn2,148,61,37,10,30,40,42,13
Polrmt,956,894,914,480,812,403,1261,533
Rnf126,634,417,217,712,199,165,413,153
Fstl3,126,61,121,64,296,290,156,140
Prss57,15,16,1,0,6,6,0,4
Palm,179,152,50,55,258,79,36,44
Misp,300,99,92,0,30,224,122,87
E130317F20Rik,993,282,234,550,530,423,219,216
Ptbp1,2000,1634,2240,529,2421,2626,2658,1750
Plppr3,244,87,49,108,243,120,70,30
Med16,344,436,555,518,681,361,470,415
R3hdm4,2133,1390,1624,1429,1748,2140,1549,1578
Kiss1r,52,0,9,36,39,16,46,13
Arid3a,347,79,32,147,175,69,300,77
Wdr18,1722,1465,2644,735,1704,1590,1635,962
Grin3b,46,37,34,22,5,14,7,5
Tmem259,900,537,450,282,723,353,424,321
Cnn2,10180,7534,8065,3331,8834,8910,3843,3776
Abca7,74,23,97,1,62,56,32,92
Hmha1,281,70,182,140,365,144,91,46
Polr2e,4438,3880,5104,1565,4481,7610,4700,3601
Gpx4,1390,1268,1676,134,2768,4003,2086,1850
Sbno2,2245,1634,1535,338,1208,1478,1259,1429
Stk11,1203,1053,980,308,1261,580,670,819
Cbarp,91,73,84,128,242,43,100,195
Atp5d,24737,20441,24234,5520,25943,28620,23826,18933
Midn,359,187,304,26,204,117,135,45
Cirbp,48,68,293,84,417,274,296,326
1600002K03Rik,687,329,385,67,113,439,270,354
Efna2,93,36,74,35,180,104,238,108
Mum1,2069,1993,2799,1960,4639,1304,2546,1939
Ndufs7,13462,13054,14326,4190,18725,19009,14112,11902
Gamt,239,26,50,234,266,218,131,114
Dazap1,754,545,332,285,415,345,406,284
Rps15,22860,16807,17628,9180,13367,14872,15131,10133
2310011J03Rik,937,484,1112,281,1038,904,1132,921
Reep6,335,208,278,172,379,355,384,310
Adamtsl5,41,17,15,0,39,20,6,4
Mbd3,3629,3037,2388,812,2882,2318,2441,1905
Uqcr11,10000,6655,6351,4214,6316,7735,5775,5175
Tcf3,476,363,286,141,502,253,505,317
Rexo1,730,572,596,128,555,438,632,399
Abhd17a,766,511,551,369,562,515,500,384
Adat3,263,291,407,102,640,491,479,459
Scamp4,3532,1819,2053,816,2887,5546,2817,2254
Csnk1g2,662,380,466,226,481,345,494,393
Btbd2,280,131,81,163,69,91,91,170
Mknk2,94,118,81,64,86,101,199,62
Mob3a,226,188,305,181,406,650,205,108
Ap3d1,3377,2786,2748,2391,2997,2166,2781,1816
Dot1l,1583,1107,1056,1339,762,606,955,872
Plekhj1,1591,1194,1900,269,1619,2190,1690,1313
Sf3a2,149,35,114,23,97,44,187,102
Oaz1,959,878,1353,339,1364,2207,1031,1040
Lsm7,1167,635,796,246,644,799,637,521
Sppl2b,157,106,111,96,131,238,207,142
Timm13,13032,9384,11278,2648,11073,12762,9446,7289
Lmnb2,493,308,409,242,409,325,479,652
Gadd45b,154,187,201,52,190,136,187,7
Gng7,2,0,0,0,0,0,0,0
Slc39a3,220,86,131,41,64,194,261,101
Sgta,2694,2622,2774,826,3193,4343,3369,2112
Thop1,873,873,763,135,942,444,1339,650
Creb3l3,22,0,0,0,4,1,0,0
Map2k2,4119,4409,4784,1421,3204,3294,4130,2711
Zbtb7a,636,352,385,159,403,300,365,202
Pias4,1955,1557,1333,344,1483,1010,1314,807
Eef2,23176,19546,20575,3496,19245,14234,17683,12714
Dapk3,1025,1096,1293,60,1164,677,1198,697
Atcay,0,0,0,0,35,3,0,0
Mrpl54,8567,6638,7781,2679,7335,7129,6392,4399
Apba3,40,131,89,58,94,27,142,117
Tjp3,511,513,428,247,634,300,376,431
Pip5k1c,175,85,158,24,173,163,178,185
Cactin,219,270,275,174,306,165,304,135
Hmg20b,505,303,343,70,319,255,294,179
Mfsd12,634,657,316,187,253,387,265,398
Fzr1,1733,1773,2354,370,1252,1903,1179,1499
Dohh,656,761,1460,170,853,624,902,589
Nfic,3,8,49,40,18,30,103,2
Ncln,1457,764,834,515,1065,711,1321,655
Gna15,31,27,25,2,49,40,41,9
Gna11,840,879,812,715,796,1455,1099,636
Aes,105,83,42,43,35,38,55,27
Tle2,1,0,0,0,3,11,1,0
Tle6,388,299,285,30,508,220,104,185
Sirt6,157,83,134,11,135,116,102,97
Ankrd24,44,9,7,36,41,38,13,26
Gm10778,2,4,0,1,8,3,5,0
Zfp873,237,91,72,383,66,39,73,46
AU041133,182,160,136,582,235,134,117,120
Zfp938,282,209,95,52,8,46,68,11
1190007I07Rik,334,406,359,915,660,430,302,432
